"text","text_en","cmp_code","eu_code"
"Our Fair Deal",NA,"H",NA
"In so many ways, things in our country are broken.",NA,"305.1",NA
"The economy, the National Health Service, the climate, the housing market – all are in crisis after years of Conservative neglect.",NA,"305.1",NA
"Schools are crumbling",NA,"506",NA
"and clean rivers seem a thing of the past.",NA,"501",NA
"The Conservatives have wrecked our relationship with our nearest neighbours in Europe,",NA,"305.1",NA
"and our political system is simply not fit for purpose.",NA,"202.1",NA
"Millions of people feel powerless and excluded.",NA,"202.1",NA
"It doesn’t have to be this way.",NA,"202.1",NA
"Britain has overcome big challenges before and we can do it again now.",NA,"601.1",NA
"For more than 150 years, Liberals and Liberal Democrats have led the fight for a fair, free and open society:",NA,"201.1",NA
"championing free trade,",NA,"401",NA
"introducing the state pension and free school meals, laying the foundations of the welfare state and the NHS,",NA,"504",NA
"legalising same-sex marriage,",NA,"503",NA
"and taking urgent action to tackle the climate emergency.",NA,"501",NA
"Today, our fair deal would give everyone the power to make the most of their potential,",NA,"503",NA
"and real freedom to decide how they live their lives.",NA,"201.1",NA
"It would call the over-powerful to account.",NA,"202.1",NA
"A fair deal on the economy",NA,"H",NA
"Everyone deserves the chance to get on in life, see their hard work properly rewarded and realise their hopes for the future.",NA,"503",NA
"Businesses and entrepreneurs should be supported to create worthwhile jobs in every part of the UK.",NA,"402",NA
"Liberal Democrats will invest in renewable power and home insulation to drive a strong economic recovery,",NA,"416.2",NA
"bring down energy bills",NA,"403",NA
"and create clean, secure, well-paid new jobs.",NA,"701",NA
"We will put people first, investing in more apprenticeships and new Lifelong Skills Grants.",NA,"411",NA
"We will overhaul parental leave to give families more choice and flexibility over how to juggle work and home life.",NA,"504",NA
"We will support entrepreneurs,",NA,"402",NA
"back small businesses,",NA,"402",NA
"and reform business rates to help our high streets.",NA,"402",NA
"We will make Britain a world leader in the new infrastructure, businesses and technologies needed to tackle climate change.",NA,"411",NA
"We will manage the public finances with the utmost care and responsibility.",NA,"414",NA
"We will fix the UK’s broken relationship with Europe",NA,"108",NA
"and tear down the Conservatives’ damaging barriers to trade.",NA,"108",NA
"A fair deal on public services",NA,"H",NA
"Everyone should receive the care they need when they are ill or frail, and a helping hand when they fall on tough times.",NA,"504",NA
"A strong NHS – open to all, regardless of wealth – gives people the freedom they need to live their lives as they choose.",NA,"504",NA
"Every child deserves the best possible start in life.",NA,"503",NA
"We know that education is the best possible investment in our country’s future.",NA,"506",NA
"Liberal Democrats will give everyone a new right to see a GP within seven days, or 24 hours if it’s urgent, with the extra doctors needed to make it happen.",NA,"504",NA
"We will invest in improving public health, expanding early access to health services,",NA,"504",NA
"and fixing social care",NA,"504",NA
"We will give every child the support they need with more specialist teachers,",NA,"506",NA
"free school meals for all children in poverty,",NA,"504",NA
"and a dedicated mental health professional in every school.",NA,"504",NA
"We will repair the broken safety net that currently consigns so many to poverty.",NA,"504",NA
"We will restore community policing and ensure that every burglary is properly investigated.",NA,"605.1",NA
"And we will fund public services through fair taxes, such as reversing the Conservatives’ tax cuts for big banks.",NA,"503",NA
"A fair deal on the environment",NA,"H",NA
"Everyone should be able to enjoy the benefits of our wonderful natural environment, and our children should inherit the future they deserve.",NA,"501",NA
"We must act now – locally, nationally and globally.",NA,"501",NA
"The UK can lead the world with innovation and ingenuity, while boosting the economy",NA,"416.2",NA
"and enhancing everyone’s quality of life.",NA,"503",NA
"Liberal Democrats will hold big companies to account by giving them a duty to protect the environment, including banning water companies from dumping raw sewage into rivers, lakes and coastal areas.",NA,"501",NA
"We will put tackling climate change at the heart of a new industrial strategy.",NA,"416.2",NA
"We will cut emissions and bills with an emergency Home Energy Upgrade programme.",NA,"403",NA
"We will drive a rooftop solar revolution",NA,"416.2",NA
"and invest in clean energy, transport and industry.",NA,"416.2",NA
"We will restore nature",NA,"501",NA
"and tackle toxic air pollution.",NA,"501",NA
"And we will provide skills training, incentives and advice to help families and businesses with the transition to net zero.",NA,"416.2",NA
"A strong United Kingdom and a fair international order",NA,"H",NA
"Liberal Democrats are proud internationalists.",NA,"107",NA
"We believe that our country and our people thrive when we are open and outward-looking.",NA,"107",NA
"The UK can be an incredible force for good when it stands tall on the world stage, and both the Covid pandemic and Vladimir Putin’s illegal war in Ukraine show that events beyond Britain’s borders inevitably become our concern.",NA,"107",NA
"Liberal Democrats will immediately fix our broken relationship with Europe, forge a new partnership built on cooperation, not confrontation,",NA,"108",NA
"and move to conclude a new comprehensive agreement that removes as many barriers to trade as possible.",NA,"108",NA
"We will stand up to authoritarianism by championing the liberal, rules-based international order.",NA,"202.1",NA
"We will reverse the Conservatives’ damaging cuts to the Army",NA,"104",NA
"and international development.",NA,"107",NA
"We will work across borders to provide safe and legal routes to sanctuary for refugees",NA,"201.2",NA
"and tackle common threats such as human trafficking, cybercrime and terrorism.",NA,"605.1",NA
"A truly fair democracy",NA,"H",NA
"Every person matters.",NA,"201.2",NA
"Liberal Democrats believe that basic rights and dignity are the birthright of every individual, to be respected, cherished and enhanced.",NA,"201.2",NA
"Everyone should have equal power in our democracy, and be able to hold all Members of Parliament properly to account.",NA,"202.1",NA
"Liberal Democrats will introduce proportional representation for electing MPs, and local councillors in England,",NA,"204",NA
"and cap donations to political parties.",NA,"304",NA
"We will shift power out of the centre in Westminster and Whitehall, so local decisions are made by and for the people and communities they affect.",NA,"301",NA
"We will demand higher standards of behaviour from Government Ministers by enshrining the Ministerial Code in law.",NA,"304",NA
"We will champion the UK’s Human Rights Act and resist any attempts to weaken or repeal it.",NA,"201.2",NA
"Our goal is to transform the nature of British politics itself – to make it relevant, engaging and responsive to people’s needs and dreams.",NA,"202.1",NA
"The Economy",NA,"H",NA
"Liberal Democrats will build a strong, fair economy that benefits everyone in the UK, by helping people back to work,",NA,"503",NA
"supporting small businesses,",NA,"402",NA
"improving long-term productivity,",NA,"410",NA
"and delivering much greater stability for long-term investment, especially for the industries of the future.",NA,"402",NA
"Core to our economic policy for improving stability and growth will be responsible management of the public finances,",NA,"414",NA
"fixing the broken trading relationship with Europe,",NA,"108",NA
"and an industrial strategy focused on the skills the future UK economy will need, from the renewables industry to the digital and bioscience sectors.",NA,"411",NA
"The Conservatives have badly mismanaged the economy and recklessly damaged the public finances,",NA,"414",NA
"grinding economic growth to a halt",NA,"410",NA
"and adding billions to the cost of servicing our debt.",NA,"414",NA
"Their botched Brexit deal has badly damaged the economy, leaving everyone worse off.",NA,"108",NA
"By abandoning climate commitments, they have undermined industry’s confidence in investment in the green products and technologies vital to both economic recovery and tackling the climate emergency.",NA,"416.2",NA
"And they have taken people for granted, failing to deliver the investment needed to bring prosperity to all nations and regions of the UK.",NA,"503",NA
"They left families and businesses to suffer the effects of their cost-of-living crisis without enough support,",NA,"503",NA
"hit people with years of unfair tax rises, such as the freeze on income tax thresholds,",NA,"503",NA
"and their promises to ‘level up’ have proved hollow.",NA,"503",NA
"We will empower people",NA,"503",NA
"and support businesses to thrive by encouraging investment and boosting productivity.",NA,"402",NA
"We will: Provide long-term help with the cost of living by cutting energy bills through an emergency Home Energy Upgrade programme,",NA,"403",NA
"tackling rising food prices through a National Food Strategy,",NA,"403",NA
"and getting mortgage rates under control through careful economic management.",NA,"403",NA
"Invest in green infrastructure, innovation and skills to boost economic growth",NA,"410",NA
"and create good jobs and prosperity in every nation and region of the UK,",NA,"701",NA
"while tackling the climate crisis.",NA,"501",NA
"Repair the broken relationship with Europe, which acts as a brake on the economy and costs the UK investment, jobs and tax revenue.",NA,"108",NA
"Foster stability, certainty and confidence by managing the public finances responsibly to get the national debt falling as a share of the economy",NA,"414",NA
"and ensure that day-to-day spending does not exceed the amount raised in taxes,",NA,"414",NA
"while making the investments our country needs.",NA,"410",NA
"Put an end to Conservative waste and give taxpayers real value for money,",NA,"403",NA
"giving HMRC the resources it needs to properly tackle tax avoidance and evasion.",NA,"605.1",NA
"Implement a tax policy that recognises how high the Conservatives have raised personal taxes, making the cost-of-living crisis worse, by instead focusing tax changes on reversing the Conservatives’ tax cuts for big banks",NA,"503",NA
"and imposing a proper, one-off windfall tax on the super-profits of oil and gas producers and traders.",NA,"403",NA
"In addition, we will: Create good jobs",NA,"701",NA
"and prosperity in every nation and region of the UK by:",NA,"410",NA
"Launching an ambitious industrial strategy to incentivise businesses to invest and create good jobs across the UK, as set out in chapter 4.",NA,"402",NA
"Continuing to champion investment in the Northern Powerhouse, Western Gateway and Midlands Engine.",NA,"402",NA
"Supporting local and regional economic partnerships to coordinate development projects and boost growth in their areas.",NA,"410",NA
"Working with the devolved administrations to develop joint policies and partnerships to boost growth across the whole UK.",NA,"301",NA
"Ensuring that gigabit broadband is available to every home and business, including in rural and remote communities, as set out in chapter 15.",NA,"411",NA
"Foster the stability, certainty and confidence that are vital for economic growth and investment by:",NA,"410",NA
"Protecting the independence of the Bank of England and keeping the inflation target of 2%.",NA,"414",NA
"Ensuring that all fiscal events are accompanied by independent forecasts from the Office for Budget Responsibility.",NA,"414",NA
"Increase investment in green infrastructure, including renewable energy and zero-carbon transport, industry and housing, as set out in chapters 4, 5, 14 and 16,",NA,"416.2",NA
"and give a clearer zero-carbon remit to the UK Infrastructure Bank.",NA,"416.2",NA
"Remain committed to delivering the United Nations Sustainable Development Goals in the UK and around the world.",NA,"416.2",NA
"Work with partners in international forums, including the OECD and the UN,",NA,"403",NA
"to tackle international corporate tax avoidance for the benefit of all countries",NA,"107",NA
"and make the case for increasing the global minimum rate of corporation tax to 21%.",NA,"403",NA
"Our priority for tax cuts, when the public finances allow, will be to cut income tax by raising the tax-free personal allowance, benefitting the vast majority of families",NA,"503",NA
"and taking more low-paid workers out of paying income tax altogether.",NA,"503",NA
"Make the tax system fairer and raise the money needed for our investment plans by:",NA,"503",NA
"Reversing Conservative tax cuts for the big banks, restoring Bank Surcharge and Bank Levy revenues to 2016 levels in real terms.",NA,"403",NA
"Increasing the Digital Services Tax on social media firms and other tech giants from 2% to 6%.",NA,"403",NA
"Fairly reforming capital gains tax to close loopholes exploited by the super wealthy.",NA,"503",NA
"Introducing a 4% tax on the share buyback schemes of FTSE-100 listed companies, to incentivise productive investment, job creation and economic growth.",NA,"403",NA
"End retrospective tax changes such as the loan charge brought in by the Conservatives,",NA,"403",NA
"and review the Government’s off-payroll working IR35 reforms to ensure self-employed people are treated fairly.",NA,"403",NA
"Expand the British Business Bank to perform a more central role in the economy, to ensure that viable small and medium-sized businesses have access to capital, and enable it to help ‘crowd-in’ private investment,",NA,"403",NA
"in particular in zero-carbon products and technologies.",NA,"416.2",NA
"Empower consumers and ensure that everyone can enjoy the benefits of new technology, by setting a UK-wide target for digital literacy and requiring all products to provide a short, clear version of their terms and conditions, setting out the key facts as they relate to individuals’ data and privacy.",NA,"403",NA
"Introduce a national financial inclusion strategy and require both the Financial Conduct Authority and the Prudential Regulation Authority to have regard to financial inclusion, such as protecting access to cash, especially in remote areas, supporting banking hubs, expanding access to bank accounts,",NA,"403",NA
"delivering Sharia-compliant student finance",NA,"503",NA
"and supporting vulnerable consumers.",NA,"503",NA
"Business and Jobs",NA,"H",NA
"We aim to make Britain one of the most attractive places in the world for businesses to invest.",NA,"401",NA
"Only in partnership with responsible, sustainable businesses can we tackle the cost-of-living and climate crises,",NA,"416.2",NA
"and create the wealth to invest in healthcare, education and other essential public services.",NA,"410",NA
"Private enterprise is the principal engine of growth and prosperity in the UK.",NA,"401",NA
"We will support it by creating a stable business environment with smart regulation",NA,"403",NA
"and investing in skills, infrastructure, research and innovation.",NA,"411",NA
"In return, we expect businesses to commit to promote skills, equality and good governance, and to support their local communities.",NA,"403",NA
"The Conservative Government has failed businesses and workers.",NA,"305.1",NA
"Growth is minimal,",NA,"410",NA
"productivity is slipping,",NA,"410",NA
"and constant U-turns have badly damaged business confidence.",NA,"402",NA
"Unfair tax hikes have further dented our prosperity,",NA,"402",NA
"and our town centres and high streets are crying out for a fair business rates system.",NA,"402",NA
"The Conservatives’ botched deal with Europe has done enormous damage to British businesses, putting up new barriers to trade and creating reams of red tape.",NA,"402",NA
"The UK has less clout in trade negotiations,",NA,"108",NA
"the US is not interested,",NA,"102",NA
"and the new trade deals the Conservatives have signed will undercut high environmental standards",NA,"501",NA
"and hurt our farmers.",NA,"703.1",NA
"We will work in partnership with business to offer stability and ensure that we maximise the opportunities for investment, growth and employment across the country.",NA,"402",NA
"We will make the UK a world leader in ethical, inclusive new technology, including artificial intelligence,",NA,"411",NA
"and a global centre for the development, manufacture and export of clean technologies.",NA,"416.2",NA
"And we will prioritise the depth and quality of trade deals, ensuring they deliver benefits for the whole country.",NA,"503",NA
"We will: Develop an industrial strategy that will give businesses certainty and incentivise them to invest in new technologies to grow the economy,",NA,"410",NA
"create good jobs",NA,"701",NA
"and tackle the climate crisis.",NA,"501",NA
"Unlock British businesses’ global potential by bringing down trade barriers",NA,"401",NA
"and building stronger future relationships with our closest trading partners,",NA,"401",NA
"including by fixing our broken relationship with Europe as set out in chapter 22.",NA,"108",NA
"Fix the skills and recruitment crisis by investing in education and training, including increasing the availability of apprenticeships and career advice for young people.",NA,"411",NA
"Boost productivity and empower more people to enter the job market – such as parents, carers and disabled people – by making the most of technology and new ways of working.",NA,"701",NA
"Boost small businesses and empower them to create new local jobs,",NA,"701",NA
"including by abolishing business rates and replacing them with a Commercial Landowner Levy to help our high streets.",NA,"402",NA
"Introduce a general duty of care for the environment",NA,"501",NA
"and human rights in business operations and supply chains.",NA,"201.2",NA
"Tackle the productivity crisis by encouraging businesses to invest in training,",NA,"411",NA
"take up digital technologies and become more energy efficient,",NA,"411",NA
"including through our industrial strategy and reform of business rates.",NA,"402",NA
"Work with the major banks to fund the creation of a local banking sector dedicated to meeting the needs of local small and medium-sized businesses.",NA,"402",NA
"Power scale-up companies, especially outside of London and the South East, using innovative ways of ‘crowding-in’ private sector investment.",NA,"402",NA
"Create a clear, workable and well-resourced cross-sectoral regulatory framework for artificial intelligence that: Promotes innovation while creating certainty for AI users, developers and investors.",NA,"403",NA
"Establishes transparency and accountability for AI systems in the public sector.",NA,"403",NA
"Ensures the use of personal data and AI is unbiased, transparent and accurate, and respects the privacy of innocent people.",NA,"403",NA
"Negotiate the UK’s participation in the Trade and Technology Council with the US and the EU, so we can play a leading role in global AI regulation,",NA,"403",NA
"and work with international partners in agreeing common standards for AI risk and impact assessment, testing, monitoring and audit.",NA,"107",NA
"Unlock British businesses’ global potential, bring down trade barriers and use UK trade policy as a force for good by:",NA,"407",NA
"Giving Parliament real power in setting UK trade policy, by ensuring it is properly consulted on and signs off on negotiating mandates and any completed international trade agreements.",NA,"202.1",NA
"Ensuring that all information small and medium-sized enterprises need on trade is readily available from a single point of contact, with tailored support for those who need it.",NA,"403",NA
"Making it a clear objective of trade ministers to boost trade by small British businesses.",NA,"403",NA
"Placing human rights, labour and environmental standards and protection at the heart of international trade deals.",NA,"201.2",NA
"Support our world-renowned whisky industry by reviewing the UK excise duty structure to better support whisky exports.",NA,"402",NA
"Cut resource use, waste and pollution by accelerating the transition to a more circular economy that maximises the recovery, reuse, recycling and remanufacturing of products.",NA,"416.2",NA
"This will cut costs for consumers and businesses,",NA,"416.2",NA
"reduce exposure to volatile commodity prices,",NA,"403",NA
"protect the environment",NA,"501",NA
"and create new jobs and enterprises.",NA,"701",NA
"Promote a public benefit company model for monopoly utility companies.",NA,"403",NA
"Encourage employers to promote employee ownership by giving staff in listed companies with more than 250 employees a right to request shares, to be held in trust for the benefit of employees.",NA,"701",NA
"Reform fiduciary duty and company purpose rules to ensure that all large companies have a formal statement of corporate purpose, including considerations such as employee welfare, environmental standards, community benefit and ethical practice, alongside benefit to shareholders,",NA,"403",NA
"and that they report formally on the wider impact of the business on society and the environment.",NA,"403",NA
"Extend the scope of the existing ‘public interest’ test when considering approvals for takeovers of large or strategically significant companies by overseas-based owners to recognise the benefits to the UK economy, workers and consumers of protecting UK companies from speculative or short-term interests.",NA,"403",NA
"Tackle the late payments crisis by requiring all government agencies and contractors and companies with more than 250 employees to sign up to the prompt payment code, making it enforceable.",NA,"403",NA
"Invest in people’s skills by: Replacing the broken apprenticeship levy with a broader and more flexible skills and training levy.",NA,"411",NA
"Boosting the take-up of apprenticeships,",NA,"411",NA
"including by guaranteeing they are paid at least the National Minimum Wage by scrapping the lower apprentice rate.",NA,"412",NA
"Creating new Lifelong Skills Grants for adults to spend on education and training throughout their lives, as set out in chapter 8.",NA,"411",NA
"Developing National Colleges as national centres of expertise for key sectors, such as renewable energy, to deliver the high-level vocational skills that businesses need.",NA,"411",NA
"Identifying and seeking to solve skills gaps, such as the lack of advanced technicians, by expanding higher vocational training like foundation degrees, Higher National Diplomas, Higher National Certificates and Higher Apprenticeships.",NA,"411",NA
"Improving the quality of vocational education, and strengthening careers advice and links with employers in schools and colleges, as set out in chapter 8.",NA,"506",NA
"Fix the work visa system and expand the Youth Mobility Scheme, as set out in chapter 18, to help address the labour shortages that are an outcome of the Conservatives’ botched deal with Europe.",NA,"701",NA
"Establish a powerful new Worker Protection Enforcement Authority unifying responsibilities currently spread across three agencies – including enforcing the minimum wage, tackling modern slavery and protecting agency workers.",NA,"701",NA
"Establish an independent review to recommend a genuine living wage across all sectors, with government departments and all other public sector employers taking a leading role in paying it.",NA,"412",NA
"Modernise employment rights to make them fit for the age of the ‘gig economy’, including by: Establishing a new ‘dependent contractor’ employment status in between employment and self-employment,",NA,"701",NA
"with entitlements to basic rights such as minimum earnings levels,",NA,"412",NA
"sick pay and holiday entitlement.",NA,"701",NA
"Reviewing the tax and National Insurance status of employees, dependent contractors and freelancers to ensure fair and comparable treatment.",NA,"701",NA
"Setting a 20% higher minimum wage for people on zero-hour contracts at times of normal demand to compensate them for the uncertainty of fluctuating hours of work.",NA,"412",NA
"Giving a right to request a fixed-hours contract after 12 months for ‘zero hours’ and agency workers, not to be unreasonably refused.",NA,"701",NA
"Reviewing rules concerning pensions so that those in the gig economy don’t lose out, and portability between roles is protected.",NA,"701",NA
"Shifting the burden of proof in employment tribunals regarding employment status from individual to employer.",NA,"701",NA
"Expand parental leave and pay, including making them day-one rights, as set out in chapter 9.",NA,"504",NA
"Fix the broken Statutory Sick Pay system by: Making it available to the more than one million workers earning less than £123 a week, most of whom are women.",NA,"701",NA
"Aligning the rate with the National Minimum Wage.",NA,"701",NA
"Making payments available from the first day of missing work rather than the fourth.",NA,"701",NA
"Supporting small employers with Statutory Sick Pay costs, consulting with them on the best way to do this.",NA,"402",NA
"Climate Change and Energy",NA,"H",NA
"Climate change is an existential threat.",NA,"501",NA
"Soaring temperatures leading to wildfires, floods, droughts and rising sea levels are affecting millions of people directly,",NA,"501",NA
"and billions more through falling food production and rising prices.",NA,"501",NA
"Urgent action is needed – in the UK and around the world – to achieve net zero and avert catastrophe.",NA,"501",NA
"At the same time, sky-high energy bills are hurting families and businesses, fuelling the cost-of-living crisis.",NA,"503",NA
"Russia’s assault on Ukraine has reinforced the need to significantly reduce the UK’s dependence on fossil fuels and invest in renewables –",NA,"416.2",NA
"both to cut energy bills and to deliver energy security.",NA,"403",NA
"The Conservative Government has failed to act with anything close to the speed or ambition these challenges demand.",NA,"416.2",NA
"The independent Climate Change Committee warns that the Government is not on track to meet its legally binding targets.",NA,"416.2",NA
"Liberal Democrats are committed to cutting greenhouse gas emissions to net zero by 2045 at the latest.",NA,"416.2",NA
"We will take the bold, urgent action needed to tackle climate change,",NA,"501",NA
"cut energy bills",NA,"403",NA
"and create hundreds of thousands of secure, well-paid new jobs.",NA,"701",NA
"Together with innovative British businesses, we will make the UK the world leader in the clean technologies of the future.",NA,"416.2",NA
"We will help households meet the cost of the transition to net zero and make sure everyone benefits from it, leaving no one behind.",NA,"503",NA
"We will: Make homes warmer and cheaper to heat with a ten-year emergency upgrade programme, starting with free insulation and heat pumps for those on low incomes,",NA,"403",NA
"and ensure that all new homes are zero-carbon.",NA,"416.2",NA
"Drive a rooftop solar revolution by expanding incentives for households to install solar panels, including a guaranteed fair price for electricity sold back into the grid.",NA,"403",NA
"Invest in renewable power so that 90% of the UK’s electricity is generated from renewables by 2030.",NA,"416.2",NA
"Appoint a Chief Secretary for Sustainability in the Treasury to ensure that the economy is sustainable, resource-efficient and zero-carbon,",NA,"416.2",NA
"establish a new Net Zero Delivery Authority to coordinate action across government departments and work with devolved administrations,",NA,"416.2",NA
"and hand more powers and resources to local councils for local net zero strategies.",NA,"301",NA
"Establish national and local citizens’ assemblies to give people real involvement in the decisions needed to tackle climate change.",NA,"202.1",NA
"Restore the UK’s role as a global leader on climate change, by returning international development spending to 0.7% of national income,",NA,"107",NA
"with tackling climate change a key priority for development spending.",NA,"501",NA
"In addition, we will: Take the action needed now to achieve net zero by 2045, including:",NA,"416.2",NA
"Meeting the UK’s commitment under the Paris Agreement to reduce emissions by at least 68% from 1990 levels by 2030.",NA,"501",NA
"Requiring the National Infrastructure Commission to take fully into account the environmental implications of all national infrastructure decisions.",NA,"501",NA
"Putting tackling climate change at the heart of a new industrial strategy, as set out in chapter 4.",NA,"416.2",NA
"Investing in education and training to equip people with the skills needed for the low-carbon economy of the future, as set out in chapters 4 and 8.",NA,"416.2",NA
"Ensuring that nature-based solutions, including tree planting, form a critical part of the UK’s strategy to tackle climate change, as set out in chapter 12.",NA,"416.2",NA
"Putting our farming and food system on an environmentally sustainable footing, as set out in chapter 13.",NA,"416.2",NA
"Making it cheaper and easier to switch to electric vehicles, restoring the requirement that every new car and small van sold from 2030 is zero-emission,",NA,"416.2",NA
"investing in active travel and public transport,",NA,"416.2",NA
"electrifying Britain’s railways,",NA,"416.2",NA
"and reducing the climate impact of flying, as set out in chapter 16.",NA,"501",NA
"Coordinating action across the UK by creating a Joint Climate Council of the Nations, as set out in chapter 20.",NA,"107",NA
"Cut energy bills and emissions, and end fuel poverty, by: Launching an emergency Home Energy Upgrade programme, with free insulation and heat pumps for low-income households",NA,"403",NA
"and a central role for local authorities in delivering this programme.",NA,"301",NA
"Providing incentives for installing heat pumps that cover the real costs.",NA,"503",NA
"Immediately requiring all new homes and non-domestic buildings to be built to a zero-carbon standard, including being fitted with solar panels, and progressively increasing standards as technology improves.",NA,"403",NA
"Reintroducing requirements for landlords to upgrade the energy efficiency of their properties to EPC C or above by 2028.",NA,"403",NA
"Introducing a new subsidised Energy-Saving Homes scheme, with pilots to find the most effective combination of tax incentives, loans and grants, together with advice and support.",NA,"403",NA
"Introducing a social tariff for the most vulnerable to provide targeted energy discounts for vulnerable households.",NA,"503",NA
"Helping people with the cost of living and their energy bills by implementing a proper, one-off windfall tax on the super-profits of oil and gas producers and traders.",NA,"503",NA
"Decoupling electricity prices from the wholesale gas price.",NA,"403",NA
"Eliminating unfair regional differences in domestic energy bills.",NA,"503",NA
"Accelerate the deployment of renewable power and deliver energy security by: Removing the Conservatives’ unnecessary restrictions on new solar and wind power, and supporting investment and innovation in tidal and wave power in particular.",NA,"416.2",NA
"Maintaining the ban on fracking and introducing a ban on new coal mines.",NA,"416.2",NA
"Building the grid infrastructure required, facilitated by a strategic Land and Sea Use Framework as set out in chapter 15.",NA,"411",NA
"Implementing the UK’s G7 pledge to end fossil fuel subsidies,",NA,"416.2",NA
"while ensuring a just transition that values the skills and experience of people working in the oil and gas industry and provides good opportunities for them,",NA,"701",NA
"and takes special care of the regions and communities most affected.",NA,"503",NA
"Investing in energy storage, including green hydrogen, pumped storage and battery capability.",NA,"416.2",NA
"Working together with our European neighbours to build a sustainable supply chain for renewable energy technology.",NA,"108",NA
"Building more electricity interconnectors between the UK and other countries to guarantee security of supply,",NA,"403",NA
"located carefully to avoid disruption to local communities and minimise environmental damage.",NA,"416.2",NA
"Support the expansion of community and decentralised energy, including:",NA,"403",NA
"Empowering local authorities to develop local renewable electricity generation and storage strategies.",NA,"301",NA
"Giving small low-carbon generators the right to export their electricity to an existing electricity supplier on fair terms.",NA,"403",NA
"Requiring large energy suppliers to work with community schemes to sell the power they generate to local customers.",NA,"403",NA
"Reducing access costs for grid connections.",NA,"403",NA
"Reforming the energy network to permit local energy grids.",NA,"403",NA
"Guaranteeing that community benefit funds receive a fair share of the wealth generated by local renewables infrastructure.",NA,"403",NA
"Restore the UK’s role as a global leader on climate change by:",NA,"601.1",NA
"Restoring international development spending to 0.7% of national income,",NA,"107",NA
"with tackling climate change a key priority for development spending.",NA,"501",NA
"Showing leadership on the Paris Agreement by meeting the UK’s Nationally Determined Contribution and arguing for greater global ambition.",NA,"501",NA
"Working together with our European neighbours to tackle the climate emergency, including by associating the UK Emissions Trading System with the EU ETS.",NA,"108",NA
"Continuing the UK’s support for the UN Loss and Damage Fund for countries particularly vulnerable to the impact of climate change, to ensure a just transition for all.",NA,"107",NA
"Pressing for all OECD countries to agree to end subsidies for foreign fossil fuel projects.",NA,"501",NA
"Hold businesses to account for their role in tackling climate change by:",NA,"403",NA
"Introducing a general duty of care for the environment, as set out in chapter 4.",NA,"501",NA
"Requiring all large companies listed on UK stock exchanges to set targets consistent with achieving the net zero goal, and to report on their progress.",NA,"416.2",NA
"Regulating financial services to encourage climate-friendly investments, including requiring pension funds and managers to show that their portfolio investments are consistent with the Paris Agreement,",NA,"416.2",NA
"and creating new powers for regulators to act if banks and other investors are not managing climate risks properly.",NA,"403",NA
"Support British industry to cut emissions by:",NA,"501",NA
"Setting out a clear and stable roadmap to net zero,",NA,"501",NA
"repairing the damage done by Conservative U-turns",NA,"305.1",NA
"and giving businesses the confidence to invest.",NA,"402",NA
"Expanding the market for climate-friendly products and services with steadily higher criteria in public procurement policy.",NA,"416.2",NA
