"text","text_en","cmp_code","eu_code"
"We will work in partnership with the workforce and their trade unions in every sector of our economy, so that they lead the transition in their industries,",NA,"701",NA
"creating new, good-quality jobs",NA,"701",NA
"and making sure that their extensive skills are passed on to the next generation of workers.",NA,"701",NA
"We will show the world how prioritising sustainability will not only deliver immediate improvements to everyone’s lives but also offer humanity a pathway to a more equitable and enlightened economy:",NA,"416.2",NA
"one that protects our environment,",NA,"501",NA
"reins in corporate power,",NA,"403",NA
"revitalises democracy,",NA,"202.1",NA
"unites our communities,",NA,"606.1",NA
"builds international solidarity",NA,"107",NA
"and promises a better quality of life for all.",NA,"503",NA
"The scale of the challenge requires nothing less.",NA,"416.2",NA
"Tackling the destruction of our planet is a question of justice – for the communities at home and abroad who are most affected by it and for our children who will bear the consequences if we don’t.",NA,"503",NA
"Social justice will define Labour’s approach.",NA,"503",NA
"We will make sure that the costs of the green transition fall fairly and are mostly borne by the wealthy and those most responsible for the problem.",NA,"503",NA
"2019 saw the blossoming of a global movement calling on politicians to wake up and act on the climate and environmental emergency.",NA,"501",NA
"Labour welcomed that movement and, as a government in waiting, we have turned its demands into detailed, credible plans for real change.",NA,"501",NA
"Investment",NA,"H",NA
"Delivering the far-reaching change needed to tackle the climate and environmental emergency will require a full mobilisation of national resources, both public and private.",NA,"405",NA
"Labour will create a Sustainable Investment Board to bring together the Chancellor, Business Secretary and Bank of England Governor to oversee, co-ordinate and bring forward this investment – involving trade unions and business.",NA,"405",NA
"We will ask the Office for Budget Responsibility to incorporate climate and environmental impacts into its forecasts so that the cost of not acting will be factored into every fiscal decision.",NA,"416.2",NA
"The cost of not acting is far greater than the cost of acting.",NA,"416.2",NA
"We will launch a National Transformation Fund of £400 billion",NA,"416.2",NA
"and rewrite the Treasury’s investment rules to guarantee that every penny spent is compatible with our climate and environmental targets –",NA,"416.2",NA
"and that the costs of not acting are fully accounted for too.",NA,"416.2",NA
"Of this, £250 billion will directly fund the transition through a Green Transformation Fund dedicated to renewable and low-carbon energy and transport,",NA,"416.2",NA
"biodiversity and environmental restoration.",NA,"501",NA
"We will create a National Investment Bank, backed up by a network of Regional Development Banks, to provide £250 billion of lending for enterprise,",NA,"402",NA
"infrastructure and innovation over 10 years.",NA,"411",NA
"They will be mandated to lend in line with our mission to decarbonise our economy",NA,"416.2",NA
"while increasing productivity",NA,"410",NA
"and creating good jobs across the country.",NA,"701",NA
"As well as large-scale national and regional projects, smaller loans will be available through our new Post Bank based in Post Office branches, enabling thousands of bottom-up transformational changes by start-ups, small businesses, local co-operatives and community projects in towns and villages up and down the country.",NA,"402",NA
"We will make sure that the UK’s financial sector is helping to tackle the emergency rather than fuelling it.",NA,"416.2",NA
"We will do this by improving the fitness of our financial authorities to mobilise green investment",NA,"416.2",NA
"and by giving them powers to manage the risk to financial stability posed by short-sighted investment in polluting assets.",NA,"403",NA
"Just 100 companies globally are responsible for the majority of carbon emissions.",NA,"403",NA
"We won’t be afraid to tackle this wanton corporate destruction by taking on the powerful interests that are causing climate change.",NA,"403",NA
"We will change the criteria a company must meet to be listed on the London Stock Exchange so that any company that fails to contribute to tackling the climate and environmental emergency is delisted.",NA,"403",NA
"Levelling Up Across the Country",NA,"H",NA
"Many parts of Britain would need this investment even without a climate and environmental emergency.",NA,"503",NA
"Years of under-investment and neglect by Westminster have left too many communities feeling powerless",NA,"503",NA
"and too many areas left behind with low- quality jobs,",NA,"701",NA
"weak productivity and slow growth.",NA,"410",NA
"The climate and environmental emergency is a chance to unite the country to face this common challenge by mobilising all our national resources, both financial and human.",NA,"501",NA
"But we will only succeed by ensuring that everyone shares in the benefits.",NA,"503",NA
"Labour will make sure that investment is spread evenly across the whole country and will give powers and funding to every region and nation of the UK.",NA,"301",NA
"We will bring about a radical decentralisation of power in Britain so that local people and communities are given far greater control over their own lives and prospects.",NA,"301",NA
"A Local Transformation Fund in each English region will be used exclusively to fund infrastructure projects decided at a local level,",NA,"411",NA
"as will devolved governments in Wales, Scotland and Northern Ireland.",NA,"411",NA
"Our Regional Development Banks will be governed by boards made up of key local stakeholders such as local chambers of commerce, trade unions and councillors –",NA,"411",NA
"with Scotland, Wales and Northern Ireland empowered to make similar arrangements.",NA,"301",NA
"They will set priorities for lending, giving every region and nation a new and powerful lever to rebuild their economy on their own terms.",NA,"410",NA
"We will shift the political centre of gravity by placing the National Transformation Fund Unit, a key part of the Treasury, in the North of England",NA,"301",NA
"and build up the regional offices of government in each of the nine English regions to co-ordinate government policies at the regional level,",NA,"301",NA
"as well as ensuring a regional voice in Whitehall.",NA,"301",NA
"Energy",NA,"H",NA
"Energy use in buildings accounts for 56% of the UK’s total emissions, making it the single most polluting sector.",NA,"416.2",NA
"We will develop the recommendations of our ‘30 by 2030’ report to put the UK on track for a net-zero-carbon energy system within the 2030s –",NA,"416.2",NA
"and go faster if credible pathways can be found.",NA,"416.2",NA
"We will deliver nearly 90% of electricity and 50% of heat from renewable and low-carbon sources by 2030.",NA,"416.2",NA
"We will build: 7,000 new offshore wind turbines",NA,"416.2",NA
"2,000 new onshore wind turbines",NA,"416.2",NA
"Enough solar panels to cover 22,000 football pitches.",NA,"416.2",NA
"New nuclear power needed for energy security.",NA,"416.2",NA
"We will trial and expand tidal energy and invest to reduce the costs of renewable and low-carbon hydrogen production.",NA,"416.2",NA
"We will upgrade almost all of the UK’s 27 million homes to the highest energy-efficiency standards, .",NA,"416.2",NA
"reducing the average household energy bill by £417 per household per year by 2030 and eliminating fuel poverty",NA,"503",NA
"We will introduce a zero-carbon homes standard for all new homes.",NA,"416.2",NA
"As part of heat decarbonisation, we will roll out technologies like heat pumps, solar hot water and hydrogen,",NA,"416.2",NA
"and invest in district heat networks using waste heat.",NA,"416.2",NA
"To balance the grid, we will expand power storage and invest in grid enhancements and interconnectors.",NA,"411",NA
"We will expand distributed and community energy,",NA,"416.2",NA
"and immediately and permanently ban fracking.",NA,"416.2",NA
"We will support energy workers through transition and guarantee them retraining",NA,"411",NA
"and a new, unionised job on equivalent terms and conditions.",NA,"701",NA
"We will introduce a windfall tax on oil companies, so that the companies that knowingly damaged our climate will help cover the costs.",NA,"416.2",NA
"We will provide a strategy to safeguard the people, jobs and skills that depend on the offshore oil and gas industry.",NA,"701",NA
"Ownership",NA,"H",NA
"We will not achieve the promise of a fair and sustainable economy if we repeat the mistakes of the carbon era, when the capture of a natural resource for private profit created a vastly unequal and polluting economy dominated by powerful vested interests.",NA,"416.2",NA
"It’s not just carbon.",NA,"416.2",NA
"From the depletion of fish stocks to the burning of the Amazon, profit has proved a poor regulator for use of our natural resources.",NA,"416.2",NA
"Whether it is the trillions of litres of water lost through leakages,",NA,"411",NA
"barriers to renewable energy connecting to the grid",NA,"416.2",NA
"or the billions of pounds of bill- payers’ money being siphoned off in dividends to wealthy shareholders,",NA,"503",NA
"Tory privatisation of our utilities has been a disaster for both our planet and our wallets.",NA,"413",NA
"We will put people and planet before profit by bringing our energy and water systems into democratic public ownership.",NA,"413",NA
"In public hands, energy and water will be treated as rights rather than commodities,",NA,"201.2",NA
"with any surplus reinvested or used to reduce bills.",NA,"503",NA
"Communities themselves will decide, because utilities won’t be run from Whitehall but by service-users and workers.",NA,"413",NA
"Public ownership will secure democratic control over nationally strategic infrastructure",NA,"413",NA
"and provide collective stewardship for key natural resources.",NA,"501",NA
"In the case of energy, it will also help deliver Labour’s ambitious emissions targets.",NA,"501",NA
"Whereas private network companies have failed to upgrade the grid at the speed and scale needed,",NA,"411",NA
"publicly owned networks will accelerate and co-ordinate investment to connect renewable and low-carbon energy",NA,"416.2",NA
"while working with energy unions to support energy workers through the transition.",NA,"701",NA
"Under Labour’s plans: A new UK National Energy Agency will own and maintain the national grid infrastructure and oversee the delivery of our decarbonisation targets.",NA,"413",NA
"14 new Regional Energy Agencies will replace the existing district network operators",NA,"301",NA
"and hold statutory responsibility for decarbonising electricity and heat",NA,"416.2",NA
"and reducing fuel poverty.",NA,"503",NA
"The supply arms of the Big Six energy companies will be brought into public ownership where they will continue to supply households with energy",NA,"413",NA
"while helping them to reduce their energy demands.",NA,"416.2",NA
"The Conservatives allowed the proceeds of North Sea oil to be squandered on tax cuts for the richest",NA,"503",NA
"and captured in profits for the few, instead of investing them in our future.",NA,"503",NA
"We now stand at an even greater crossroads in the development of our national economy.",NA,"413",NA
"Under Labour, our green future will be owned by all of us.",NA,"413",NA
"Whenever public money is invested in an energy generation project, the public sector will take a stake and return profits to the public.",NA,"503",NA
"Industry and Innovation",NA,"H",NA
"Averting climate catastrophe offers huge economic opportunities.",NA,"416.2",NA
"But Britain will only benefit from a Green Industrial Revolution with the right policies.",NA,"416.2",NA
"Over the past three decades, Britain has reduced its emissions at the expense of domestic industry by offshoring production.",NA,"416.2",NA
"This is an accounting trick, not a solution.",NA,"416.2",NA
"It does not protect the climate",NA,"501",NA
", is unfair to other countries",NA,"503",NA
"and it damages jobs and communities at home",NA,"416.2",NA
"Labour will take full responsibility for our carbon footprint instead of passing the buck.",NA,"501",NA
"We will instruct the Committee on Climate Change to assess the emissions the UK imports as well as those it produces, and recommend policies to tackle them,",NA,"501",NA
"including making UK industry the greenest in the world.",NA,"501",NA
"The Conservatives have presided over a lost decade of productivity and allowed Britain to fall behind in the green technologies of the future.",NA,"416.2",NA
"Labour will make sure this never happens again.",NA,"416.2",NA
"Targeted science, research and innovation will be crucial to tackling the climate crisis,",NA,"411",NA
"dealing with the plastic waste filling our oceans",NA,"501",NA
"and addressing other societal challenges, such as an ageing population",NA,"706",NA
"and antibiotic resistance.",NA,"504",NA
"As part of our plan to usher in a Green Industrial Revolution, Labour will create an innovation nation, setting a target for 3% of GDP to be spent on research and development (R&D) by 2030.",NA,"411",NA
"We will achieve this target by increasing direct support for R&D",NA,"411",NA
"and reforming the innovation ecosystem to better ‘crowd in’ private investment.",NA,"402",NA
"We will establish a Foundation Industries Sector Council to provide a clean and long-term future for our existing heavy industries like steel and glass",NA,"411",NA
"and fund R&D into newer technologies like hydrogen and carbon capture and storage.",NA,"411",NA
"A thriving steel industry will be vital to the Green Industrial Revolution.",NA,"411",NA
"Labour will support our steel through public procurement,",NA,"413",NA
"taking action on industrial energy prices, exempting new capital from business rates",NA,"402",NA
", investing in R&D,",NA,"411",NA
"building three new steel recycling plants",NA,"411",NA
"and upgrading existing production sites.",NA,"411",NA
"We will ensure that new technologies aren’t just invented here, but are engineered, manufactured and exported from here.",NA,"411",NA
"We will put British innovation at the heart of our procurement to support local sourcing and reshoring, so that every investment we make strengthens our manufacturing and engineering sectors and supply chains",NA,"411",NA
"and creates hundreds of thousands of good, unionised jobs here at home.",NA,"701",NA
"We will use the power of public procurement to strengthen local jobs and supply chains",NA,"701",NA
"and will require all companies bidding for public contracts to recognise trade unions,",NA,"701",NA
"pay suppliers on time",NA,"403",NA
"and demonstrate equalities best practice.",NA,"503",NA
"As we transition, we will ensure the UK’s automotive sector isn’t left behind by the electric revolution by investing in three new gigafactories",NA,"411",NA
"and four metal reprocessing plants.",NA,"411",NA
"By supporting UK-made electrical steel we will ensure robust support for an end to end UK supply chain.",NA,"410",NA
"We’ll also take on the global plastics crisis by investing in a new plastics remanufacturing industry",NA,"416.2",NA
"creating thousands of jobs",NA,"701",NA
", ending exports of plastic waste",NA,"416.2",NA
"and reducing our contribution to ocean pollution.",NA,"416.2",NA
"Labour’s progressive trade strategy will be aligned with our industrial strategy to help develop the industrial base needed to deliver high-quality exports",NA,"410",NA
"and the decent jobs that go with them.",NA,"701",NA
"Labour will champion exports from the environmental goods and services sector,",NA,"410",NA
"building on the 300,000 jobs that the sector already sustains.",NA,"701",NA
"We will uphold the highest environmental and social regulations in all our trade relations,",NA,"416.2",NA
"and will never downgrade standards as ‘barriers’ to trade.",NA,"416.2",NA
"Skills",NA,"H",NA
"Our Green Industrial Revolution will create at least one million well-paid,",NA,"701",NA
"unionised jobs in the UK.",NA,"701",NA
"We will train people in the skills they need to access these jobs of the future.",NA,"411",NA
"Britain’s skills crisis has grown under the Tories.",NA,"411",NA
"The Apprenticeship Levy has been beset by problems, leaving employers paying into a training budget they are unable to spend.",NA,"403",NA
"And it is not delivering for small businesses.",NA,"403",NA
"We cannot afford to carry on like this.",NA,"403",NA
"Labour will make it easier for employers to spend the levy by allowing it to be used for a wider range of accredited training, in line with guidelines set by the Institute for Apprenticeships and Technical Education and government’s wider priorities for the economy.",NA,"411",NA
"We will launch a Climate Apprenticeship programme to enable employers to develop the skills needed to lead the world in clean technology.",NA,"411",NA
"Under this programme, employers will be expected to allocate 25% of the funds in their Apprenticeship Levy accounts to training Climate Apprentices.",NA,"411",NA
"These funds can be spent directly or allocated to a ring-fenced Climate Apprenticeship Fund, which will be topped up with any surplus raised through Inclusive Ownership Funds and made accessible to non- levy-paying businesses.",NA,"411",NA
"Targeted bursaries will be available to women,",NA,"503",NA
"BAME people,",NA,"503",NA
"care leavers,",NA,"503",NA
"ex-armed forces personnel,",NA,"503",NA
"and people with disabilities",NA,"503",NA
"to encourage them to take up climate apprenticeships – the STEM of the future.",NA,"411",NA
"We will further help small businesses by increasing the amount that can be transferred to non-levy-paying employers to 50%",NA,"402",NA
"and introducing an online matching service to help levy-paying businesses find smaller businesses to transfer their funds to.",NA,"402",NA
"TRANSPORT",NA,"H",NA
"Labour will build a sustainable, affordable, accessible and integrated transport system,  founded on the principle that transport is an essential public service.",NA,"411",NA
"Cutting emissions will drive our transport policies.",NA,"416.2",NA
"We will review public expenditure on transport to ensure that it promotes environmental sustainability and contributes to decarbonisation.",NA,"416.2",NA
"Bus services have been devastated by the Conservatives, despite carrying more people than any other mode of public transport.",NA,"411",NA
"Women are especially dependent on buses, which also provide a lifeline for both older and younger people and for many economically disadvantaged groups.",NA,"411",NA
"Labour will ensure that councils can improve bus services by regulating and taking public ownership of bus networks,",NA,"413",NA
"and we will give them resources and full legal powers to achieve this cost-effectively,",NA,"301",NA
"thereby ending the race to the bottom in working conditions for bus workers.",NA,"701",NA
"Where councils take control of their buses, Labour will introduce free bus travel for under-25s.",NA,"503",NA
"We will increase and expand local services, reinstating the 3,000 routes that have been cut, particularly hitting rural communities.",NA,"411",NA
"Labour will deliver improvements for rail passengers by bringing our railways back into public ownership, using options including franchise expiry.",NA,"413",NA
"This will enable us to make fares simpler and more affordable,",NA,"503",NA
"rebuild the fragmented railways as a nationally integrated public service,",NA,"413",NA
"cut the wastage of private profit,",NA,"413",NA
"improve accessibility for disabled people,",NA,"503",NA
"ensure safe staffing levels and end driver-only operation.",NA,"701",NA
"Our publicly owned rail company will steer network planning and investments.",NA,"411",NA
"It will co-ordinate mainline upgrades, resignalling, rolling stock replacement and major projects.",NA,"411",NA
"We will implement a full, rolling programme of electrification.",NA,"411",NA
"Our model will ensure continuity of skills,",NA,"411",NA
"jobs",NA,"701",NA
"and supply chain capacity to reduce costs,",NA,"403",NA
"improve productivity",NA,"410",NA
"and support the economic benefits of Labour’s Green Industrial Revolution.",NA,"416.2",NA
"We will introduce a long-term investment plan including delivering Crossrail for the North as part of improved connectivity across the northern regions.",NA,"411",NA
"We will consult with local communities to reopen branch lines.",NA,"411",NA
"We will also unlock capacity and extend high-speed rail networks nationwide by completing the full HS2 route to Scotland,",NA,"411",NA
"taking full account of the environmental impacts of different route options.",NA,"416.2",NA
"We will deliver rail electrification and expansion across the whole country,",NA,"411",NA
" including in Wales.",NA,"411",NA
"We will ensure that these major infrastructure projects are a model of good employment practice",NA,"701",NA
"and pay due regard to the environmental impact.",NA,"501",NA
"We will promote the use of rail freight in order to reduce carbon emissions, air pollutants and congestion on the roads",NA,"501",NA
"and expand the provision of publicly owned rail freight services.",NA,"413",NA
"We will increase the funding available for cycling and walking.",NA,"416.2",NA
"We will bring together transport and land-use planning to create towns and cities in which walking and cycling are the best choice: safe, accessible, healthy, efficient, economical and pollution- free.",NA,"416.2",NA
"We will help children’s health and well-being by ensuring street designs provide freedom for physically active outdoor play",NA,"504",NA
"and by introducing measures to ensure the zones around our schools are safer, with cleaner air.",NA,"416.2",NA
"Our transport programme is focused on creating better, publicly accessible local transport systems.",NA,"411",NA
"By improving public transport, Labour will help people to become less reliant on their cars, for our better health",NA,"416.2",NA
", for a cleaner environment",NA,"501",NA
"and to improve quality of life in our towns and cities.",NA,"503",NA
"The Conservatives have committed to ending new sales of combustion engine vehicles by 2040.",NA,"501",NA
"Labour will aim for 2030.",NA,"501",NA
"We will position the UK at the forefront of the development and manufacture of ultra-low emission vehicles",NA,"416.2",NA
"and will support their sale.",NA,"416.2",NA
"We will invest in electric vehicle charging infrastructure",NA,"416.2",NA
"and in electric community car clubs.",NA,"416.2",NA
"We will accelerate the transition of our public sector car fleets and our public buses to zero-emissions vehicles.",NA,"416.2",NA
"We will reform taxi and private hire services, including a review of licensing authority jurisdictions, setting national minimum standards of safety and accessibility",NA,"403",NA
"and updating regulations to keep pace with technological change",NA,"411",NA
"and to close loopholes to ensure a level playing field.",NA,"403",NA
"We will adopt an ambitious Vision Zero approach to UK road safety, striving for zero deaths and serious injuries.",NA,"403",NA
"Labour will invest to make our neglected local roads, pavements and cycleways safer for the everyday journeys of both drivers and vulnerable road users.",NA,"411",NA
"We will review all tolled crossings.",NA,"411",NA
"Labour recognises the Davies Commission’s assessment of pressures on airport capacity in the South East.",NA,"411",NA
"Any expansion of airports must pass our tests on air quality,",NA,"416.2",NA
"noise pollution,",NA,"416.2",NA
"climate change obligations",NA,"501",NA
"and countrywide benefits.",NA,"503",NA
"We will examine fiscal and regulatory options to ensure a response to the climate crisis in a way that is fair to consumers",NA,"403",NA
"and protects the economy.",NA,"410",NA
"We will take action to end nationality- based discrimination in seafarer pay.",NA,"503",NA
"ENVIRONMENT",NA,NA,NA
"A Labour government’s Green Industrial Revolution is complemented by our Plan for Nature.",NA,"501",NA
"Our commitments to ecosystem repair and environmental protections",NA,"501",NA
"work hand in hand with sustainable jobs",NA,"701",NA
"and industries,",NA,"416.2",NA
"and social justice.",NA,"503",NA
"We are facing a climate and environment emergency, and unlike the Tories we will not trade our environment in pursuit of reckless trade agreements.",NA,"416.2",NA
"Labour will review and improve protected area designations, from National Parks",NA,"501",NA
"to local nature reserves",NA,"501",NA
"and urban green spaces.",NA,"501",NA
"We will introduce a Climate and Environment Emergency Bill setting out in law robust, binding new standards for decarbonisation,",NA,"501",NA
"nature recovery,",NA,"501",NA
"environmental quality",NA,"501",NA
"and habitats and species protection.",NA,"501",NA
"We will maintain and continuously improve the existing EU standards of environmental regulation.",NA,"501",NA
"A Healthy Environment",NA,"H",NA
"Our polluted air contributes to over 40,000 premature deaths a year",NA,"501",NA
"and poisons our environment,",NA,"501",NA
"with further impacts on children’s health.",NA,"501",NA
"But the Conservatives’ air-quality measures are so inadequate they have been found to be illegal.",NA,"305.1",NA
"Labour will introduce a new Clean Air Act,",NA,"501",NA
"with a vehicle scrappage scheme",NA,"501",NA
"and clean air zones, complying with World Health Organisation limits for fine particles and nitrous oxides.",NA,"501",NA
"We will provide an extra £5.6 billion in funding to improve the standard of flood defences",NA,"501",NA
"and respond to the increased risk of flooding, prioritising areas at risk in North West England, Yorkshire and the East Midlands that have been neglected by Conservative investments.",NA,"501",NA
"Nature Restoration",NA,"H",NA
"Our Plan for Nature will set legally binding targets to drive the restoration of species and habitats.",NA,"501",NA
"We will embark on an ambitious programme of tree planting, with both forestry and native woodland species.",NA,"501",NA
"We will fully fund the Environment Agency and other frontline environment agencies,",NA,"501",NA
"and improve upstream river management.",NA,"501",NA
"We will create new National Parks alongside a revised system of other protected area designations, which will guard existing wildlife sites and join up important habitats,",NA,"501",NA
"while also ensuring more people can enjoy living closer to nature.",NA,"503",NA
"We will establish a new environmental tribunal to ensure that administrative decisions are consistent with environmental and nature-recovery obligations.",NA,"501",NA
"Land",NA,"H",NA
"Land is a public good, but it is not a common asset.",NA,"413",NA
"In 1979, 20% of land was owned by the public sector.",NA,"413",NA
"Today, that has halved.",NA,"413",NA
"Green Belts protect one tenth of our land",NA,"501",NA
"and offer conservation of some of our natural environment.",NA,"501",NA
"Introduced by Labour in 1947 to provide access to the countryside, they are threatened by developments.",NA,"501",NA
"A Labour government will maintain agricultural and rural structural funds but repurpose them to support environmental land management and",NA,"501",NA
"sustainable methods of food production.",NA,"703.1",NA
"We will invest in more county farms to replace those lost,",NA,"703.1",NA
"and will work with agricultural organisations to increase access into farming for new entrants.",NA,"703.1",NA
"Food",NA,"H",NA
"A quarter of all food purchased is wasted every year, equivalent to over 20 million tonnes of greenhouse gas emissions, costing over £20 billion.",NA,"501",NA
"Yet Britain has an epidemic in food- related ill health, obesity, malnutrition and diabetes,",NA,"504",NA
"as well as increased food insecurity – with a boom in food bank use and record levels of hunger.",NA,"503",NA
"Labour will introduce A Right to Food.",NA,"201.2",NA
"We will end ‘food bank Britain’.",NA,"412",NA
"We will ensure everyone has access to healthy, nutritious, sustainably produced food.",NA,"412",NA
"We will halve food bank usage within a year",NA,"412",NA
"and remove the need for them altogether in three years.",NA,"412",NA
"We will establish a National Food Commission and review the Allotments Act.",NA,"412",NA
"We will make food security a reason to intervene in the economy and work with local councils to minimise food waste .",NA,"412",NA
"We will put farmers, fishers, food producers and workers at the heart of our plans for delivering healthy food locally.",NA,"703.1",NA
"We will support local food networks,",NA,"703.1",NA
"expand access to farm holdings",NA,"703.1",NA
"and ensure rights of union representation for all food and agricultural workers.",NA,"701",NA
"We will re-establish an Agricultural Wages Board in England so every part of the UK is covered.",NA,"703.1",NA
"We will set maximum sustainable yields for all shared fish stocks,",NA,"416.2",NA
"redistribute fish quotas along social and environmental criteria",NA,"416.2",NA
"and, if people vote to leave the EU, require the majority of fish caught under a UK quota to be landed in UK ports.",NA,"406",NA
"We aim to achieve net-zero-carbon food production in Britain by 2040.",NA,"416.2",NA
"Waste and Recycling",NA,"H",NA
"Waste, including plastic waste, pollutes our land and seas, killing wildlife and contaminating our food.",NA,"501",NA
"We will make producers responsible for the waste they create and for the full cost of recycling or disposal, encouraging more sustainable design and manufacturing.",NA,"416.2",NA
"In government in Wales, Labour has transformed the position of recycling, placing them in the top five globally for recycling rates.",NA,"416.2",NA
"A UK Labour government will learn from Wales’ example, and will also back bottle-return schemes.",NA,"416.2",NA
"We will invest in three new recyclable steel plants in areas with a proud history of steel manufacturing.",NA,"411",NA
"ANIMAL WELFARE",NA,"H",NA
"The Conservatives will sacrifice animal welfare standards in trade deals with other countries.",NA,"501",NA
"They threaten to bring back fox hunting and are pursuing the ineffective badger cull – the largest destruction of a protected species in living memory.",NA,"501",NA
"Labour has published an ambitious animal welfare manifesto which reiterates our commitments to prohibit foxhunting",NA,"501",NA
"and end the cull of badgers.",NA,"501",NA
"In England, we will introduce an animal welfare commissioner,",NA,"501",NA
"prohibit the sale of snares and glue traps,",NA,"501",NA
"end the badger cull",NA,"501",NA
"and ban the keeping of primates as pets.",NA,"501",NA
"We will work internationally to end commercial whaling,",NA,"501",NA
"ban the importation of hunting trophies of threatened species,",NA,"501",NA
"and boost police resources to tackle rural and wildlife crime.",NA,"605.1",NA
"REBUILD OUR PUBLIC SERVICES",NA,"H",NA
"29FUNDING",NA,NA,NA
"31NHS AND SOCIAL CARE",NA,NA,NA
"37NATIONAL EDUCATION SERVICE",NA,NA,NA
"42 POLICE AND SECURITY",NA,NA,NA
"46JUSTICE",NA,NA,NA
"49COMMUNITIES AND LOCAL GOVERNMENT",NA,NA,NA
"52FIRE AND RESCUE",NA,NA,NA
"53DIGITAL, CULTURE, MEDIA AND SPORT",NA,NA,NA
"FUNDING",NA,"H",NA
"Universal public services, collectively provided through general taxation and free at the point of use for all, are how we guarantee the right to a good life.",NA,"606.1",NA
"Public services do more than make sure everyone has the basics.",NA,"606.1",NA
"They create shared experiences and strengthen social bonds.",NA,"606.1",NA
"They make our lives richer and more fulfilling.",NA,"606.1",NA
"A decade of Tory cuts has pushed our public services to breaking point.",NA,"305.1",NA
"Labour offers real change – we will make Britain’s public services the best and most extensive in the world.",NA,"606.1",NA
"We will pay for this by creating a fairer taxation system, asking for a little more from those with the broadest shoulders,",NA,"503",NA
"and making sure that everyone pays what they owe.",NA,"503",NA
"We will reverse some of the Tories’ cuts to corporation tax while keeping rates lower than in 2010.",NA,"503",NA
"We’ll ask those who earn more than £80,000 a year to pay a little more income tax,",NA,"503",NA
"while freezing National Insurance and income tax rates for everyone else.",NA,"503",NA
"We will end the unfairness that sees income from wealth taxed at lower rates than income from work.",NA,"503",NA
"VAT is a regressive tax that hits the poorest hardest and we guarantee no increases in VAT.",NA,"503",NA
"We will launch the biggest ever crackdown on tax avoidance and evasion",NA,"503",NA
"and reform the inefficient system of tax reliefs",NA,"503",NA
"Public services must also be accountable.",NA,"403",NA
"Labour will end the current presumption in favour of outsourcing public services and introduce a presumption in favour of insourcing.",NA,"413",NA
"And we will stop the public getting ripped off by taking back all PFI contracts over time.",NA,"413",NA
"When services are procured from the private sector, companies will be assessed against best practice public service criteria, including provisions for collective bargaining,",NA,"701",NA
"fair wage clauses,",NA,"701",NA
"adherence to environmentalstandards,",NA,"501",NA
"effective equalities policies,",NA,"503",NA
"full tax compliance",NA,"503",NA
"and application of pay ratios.",NA,"701",NA
"In the public sector, we will enforce maximum pay ratios of 20:1.",NA,"701",NA
"We will repair the damage the Tories have done to our social fabric, with a £150 billion Social Transformation Fund to replace, upgrade and expand our schools,",NA,"506",NA
"hospitals,",NA,"504",NA
"care homes",NA,"504",NA
"and council houses.",NA,"504",NA
"Public buildings will be modernised to ensure a reduction in their carbon footprint.",NA,"411",NA
